system_id,country_code,form_factors,status
nextbike_fp,PL,bicycle,ok
nextbike_zz,PL,bicycle,ok
nextbike_or,PL,bicycle,ok
nextbike_po,PL,bicycle,ok
nextbike_pl,PL,bicycle|cargo_bicycle|other,ok
nextbike_vw,PL,bicycle,ok
dott-doha,QA,bicycle|scooter,ok
nextbike_pm,PL,bicycle,ok
nextbike_bx,PT,bicycle,ok
nextbike_zy,PL,bicycle,ok
nextbike_rc,RO,bicycle,ok
nextbike_tn,PL,bicycle,ok
nextbike_ai,RO,bicycle,ok
nextbike_tb,PT,bicycle,ok
nextbike_rv,RO,,no_vehicle_types
nextbike_rw,RO,bicycle|other,ok
dej_bikecity,RO,bicycle|scooter_standing,ok
hunedoara,RO,bicycle|scooter_standing,ok
nextbike_rt,RO,bicycle,ok
nextbike_bv,RO,bicycle|other,ok
sibiu_bikecity,RO,bicycle|other|scooter_standing,ok
moinesti,RO,bicycle|scooter_standing,ok
targumures,RO,bicycle|scooter_standing,ok
bikr-lisbon,PT,bicycle|scooter,ok
bird-porto,PT,bicycle|scooter,ok
bird-matosinhos,PT,bicycle|scooter,ok
dott-jeddah,SA,bicycle|scooter,ok
santana_bikecity,RO,bicycle|scooter_standing,ok
dott-hoganas,SE,bicycle|scooter,ok
dott-sbf,SA,bicycle|scooter,ok
dott-riyadh,SA,bicycle|scooter,ok
bora_viseu,PT,bicycle,ok
dott-eskilstuna,SE,bicycle|scooter,ok
dott-gothenburg,SE,bicycle|scooter,ok
dott-helsingborg,SE,bicycle|scooter,ok
dott-partille,SE,bicycle|scooter,ok
dott-lidkoping,SE,bicycle|scooter,ok
dott-jonkoping,SE,bicycle|scooter,ok
dott-trollhattan,SE,bicycle|scooter,ok
dott-skovde,SE,bicycle|scooter,ok
dott-varberg,SE,bicycle|scooter,ok
dott-vaxjo,SE,bicycle|scooter,ok
dott-varnamo,SE,bicycle|scooter,ok
donkey_malmoe,SE,bicycle,ok
bird-cascais,PT,bicycle|scooter,ok
lund,SE,bicycle,ok
dott-banska-bystrica,SK,bicycle|scooter,ok
nextbike_zc,SE,cargo_bicycle,ok
ljubljana,SI,bicycle,ok
nextbike_zg,SE,bicycle,ok
nextbike_as,SK,bicycle,ok
nextbike_ce,SI,bicycle,ok
nextbike_cf,SI,bicycle,ok
nextbike_cc,SI,bicycle,ok
nextbike_cd,SI,bicycle,ok
dott-bardejov,SK,bicycle|scooter,ok
nextbike_cn,SI,bicycle,ok
nextbike_ak,SK,bicycle,ok
maribor,SI,bicycle,ok
dott-bratislava,SK,bicycle|scooter,ok
dott-michalovce,SK,bicycle|scooter,ok
dott-humenne,SK,bicycle|scooter,ok
dott-kosice,SK,bicycle|scooter,ok
dott-trnava,SK,bicycle|scooter,ok
dott-poprad,SK,bicycle|scooter,ok
dott-martin,SK,bicycle|scooter,ok
dott-nitra,SK,bicycle|scooter,ok
dott-liptovsky-mikulas,SK,bicycle|scooter,ok
dott-presov,SK,bicycle|scooter,ok
dott-vranov-nad-toplou,SK,bicycle|scooter,ok
dott-prievidza,SK,bicycle|scooter,ok
nextbike_av,SK,bicycle,ok
dott-pezinok,SK,bicycle|scooter,ok
dott-zvolen,SK,bicycle|scooter,ok
linka_aar_bike,TR,bicycle,ok
bcycle_aventura,US,,error:GBFSDiscoveryError
bcycle_bikelnk,US,,error:GBFSDiscoveryError
bcycle_bentonville,US,,error:GBFSDiscoveryError
bcycle_bublr,US,,error:GBFSDiscoveryError
bcycle_cincyredbike,US,,error:GBFSDiscoveryError
bcycle_desmoines,US,,error:GBFSDiscoveryError
BoltEU_Washington DC,US,bicycle|scooter_standing,ok
bike_chattanooga,US,bicycle|scooter_standing,ok
lyft_bay,US,bicycle,ok
go_biki,US,bicycle|scooter_standing,ok
biketown_pdx,US,bicycle|scooter,ok
bcycle_memphis,US,,error:GBFSDiscoveryError
bcycle_elpaso,US,,error:GBFSDiscoveryError
bcycle_boulder,US,,error:GBFSDiscoveryError
bcycle_greenbikeslc,US,,error:GBFSDiscoveryError
bluebikes,US,,error:GBFSDiscoveryError
bcycle_clemson,US,,error:GBFSDiscoveryError
lyft_nyc,US,bicycle,ok
bcycle_jacksoncounty,US,,error:GBFSDiscoveryError
bcycle_heartland,US,,error:GBFSDiscoveryError
bcycle_pacersbikeshare,US,,error:GBFSDiscoveryError
bcycle_greenville,US,,error:GBFSDiscoveryError
austin,US,bicycle|scooter_standing,ok
bcycle_indego,US,,error:GBFSDiscoveryError
lime_atlanta,US,bicycle|scooter,ok
lime_arlington,US,bicycle|scooter,ok
cabi,US,bicycle,ok
lime_baltimore,US,bicycle|scooter,ok
miamiunderline,US,bicycle|scooter_standing,ok
lyft_chi,US,bicycle|scooter,ok
lime_chicago,US,bicycle|scooter,ok
lime_colorado_springs,US,bicycle|scooter,ok
lime_new_york,US,bicycle|scooter,ok
bike_share_hawaii,US,bicycle|scooter_standing,ok
lime_detroit,US,bicycle|scooter,ok
lime_louisville,US,bicycle|scooter,ok
lime_lincoln,US,bicycle|scooter,ok
lime_denver,US,bicycle|scooter,ok
bcycle_lametro,US,,error:GBFSDiscoveryError
lime_portland,US,bicycle|scooter,ok
bcycle_nashville,US,,error:GBFSDiscoveryError
bcycle_madison,US,,error:GBFSDiscoveryError
lime_san_francisco,US,bicycle|scooter,ok
bcycle_redding,US,,error:GBFSDiscoveryError
lime_san_jose,US,bicycle|scooter,ok
lime_washington_dc,US,bicycle|scooter,ok
lime_cleveland,US,bicycle|scooter,ok
lime_grand_rapids,US,bicycle|scooter,ok
peacehealth_rides,US,,error:GBFSDiscoveryError
lyft_den,US,bicycle|scooter,ok
lime_seattle,US,bicycle|scooter,ok
bcycle_rtcbikeshare,US,,error:GBFSDiscoveryError
bcycle_sanantonio,US,,error:GBFSDiscoveryError
bcycle_santacruz,US,,error:GBFSDiscoveryError
reddy_bikeshare,US,,error:GBFSDiscoveryError
bcycle_santabarbara,US,,error:GBFSDiscoveryError
bcycle_valentine,US,,error:GBFSDiscoveryError
lime_oakland,US,bicycle|scooter,ok
bcycle_truckee,US,,error:GBFSDiscoveryError
mogo,US,bicycle|scooter_standing,ok
pittsburgh,US,bicycle|scooter_standing,ok
nextbike_gs,XK,bicycle,ok
sbu,US,bicycle|scooter_standing,ok
fortworth,US,bicycle|scooter_standing,ok
biketown_nike,US,bicycle|scooter_standing,ok
we_cycle,US,bicycle|scooter_standing,ok
tugo,US,bicycle|scooter_standing,ok
