log10_ratio,density
-0.07438134429941723,1.2165058128030021e-08
-0.07402051816278932,1.4947054173975173e-08
-0.07365969202616138,1.83469143166901e-08
-0.07329886588953347,2.2497614316538952e-08
-0.07293803975290553,2.7559790925411238e-08
-0.0725772136162776,3.372728583652457e-08
-0.07221638747964967,4.1233756115216074e-08
-0.07185556134302175,5.036054706454958e-08
-0.07149473520639382,6.14460576506653e-08
-0.0711339090697659,7.48968683904976e-08
-0.07077308293313797,9.120094784360268e-08
-0.07041225679651004,1.1094330752382452e-07
-0.07005143065988212,1.3482453726214225e-07
-0.0696906045232542,1.6368272506518247e-07
-0.06932977838662627,1.985193487471887e-07
-0.06896895224999834,2.405298226750962e-07
-0.06860812611337042,2.9113949367181737e-07
-0.06824729997674249,3.520460075161193e-07
-0.06788647384011456,4.2526911385637774e-07
-0.06752564770348664,5.132091452979262e-07
-0.06716482156685871,6.187155988154178e-07
-0.06680399543023079,7.451674677067713e-07
-0.06644316929360286,8.965672236383052e-07
-0.06608234315697492,1.0776506349296938e-06
-0.06572151702034701,1.2940149335304625e-06
-0.06536069088371907,1.5522682140611103e-06
-0.06499986474709116,1.8602033692606473e-06
-0.06463903861046322,2.227000343183532e-06
-0.0642782124738353,2.663461023098247e-06
-0.06391738633720737,3.182281700475786e-06
-0.06355656020057945,3.7983687186011903e-06
-0.06319573406395151,4.529203697810275e-06
-0.0628349079273236,5.395265598490475e-06
-0.06247408179069567,6.420517856954084e-06
-0.062113255654067744,7.632969921042488e-06
-0.06175242951743982,9.065323732690976e-06
-0.061391603380811885,1.0755717066342713e-05
-0.06103077724418396,1.2748577148645165e-05
-0.06066995110755603,1.5095599670748732e-05
-0.06030912497092811,1.785687017512086e-05
-0.05994829883430018,2.1102146870328747e-05
-0.059587472697672256,2.491232621679875e-05
-0.05922664656104433,2.9381115152016596e-05
-0.058865820424416404,3.461693660358546e-05
-0.05850499428778848,4.074509799226533e-05
-0.05814416815116055,4.791025577435443e-05
-0.057783342014532627,5.627921273371954e-05
-0.0574225158779047,6.604408872882096e-05
-0.057061689741276775,7.742590994965379e-05
-0.05670086360464885,9.06786664638104e-05
-0.056340037468020916,0.00010609389294960409
-0.05597921133139299,0.00012400583304623744
-0.055618385194765065,0.00014479725371409826
-0.05525755905813714,0.00016890598240856344
-0.05489673292150921,0.00019683224674217005
-0.05453590678488129,0.00022914690365433648
-0.05417508064825336,0.0002665006529331784
-0.053814254511625435,0.0003096343382451467
-0.05345342837499751,0.00035939044762520195
-0.053092602238369584,0.0004167259346582231
-0.05273177610174166,0.00048272649133016454
-0.05237094996511373,0.0005586224137275196
-0.052010123828485806,0.0006458062123902364
-0.05164929769185788,0.0007458521301424543
-0.051288471555229954,0.0008605377415934488
-0.05092764541860202,0.0009918678201635525
-0.050566819281974096,0.0011421006703808566
-0.05020599314534617,0.0013137771352351158
-0.049845167008718244,0.0015097525004734193
-0.04948434087209032,0.0017332315297706202
-0.04912351473546239,0.001987806876583043
-0.04876268859883447,0.0022775011300575697
-0.04840186246220654,0.0026068127634623376
-0.048041036325578615,0.0029807662640543705
-0.04768021018895069,0.0034049667329097027
-0.04731938405232276,0.003885659251798546
-0.04695855791569484,0.0044297933214574245
-0.04659773177906691,0.005045092681340524
-0.046236905642438986,0.005740130824846508
-0.04587607950581105,0.006524412525826214
-0.04551525336918313,0.007408461691563823
-0.0451544272325552,0.008403915854066545
-0.044793601095927275,0.009523627605039959
-0.04443277495929935,0.010781773270019156
-0.044071948822671424,0.012193969103383816
-0.0437111226860435,0.01377739526803583
-0.04335029654941557,0.015550927840966365
-0.042989470412787646,0.017535279058389645
-0.04262864427615972,0.019753145981192377
-0.042267818139531795,0.022229367722740343
-0.04190699200290387,0.024991091336237607
-0.04154616586627594,0.02806794640747574
-0.04118533972964802,0.03149222834062197
-0.040824513593020084,0.035299090259358824
-0.04046368745639216,0.039526743372942374
-0.04010286131976423,0.04421666557636396
-0.03974203518313631,0.0494138179656224
-0.03938120904650838,0.055166868853019746
-0.039020382909880455,0.06152842476334452
-0.03865955677325253,0.06855526777986942
-0.0382987306366246,0.07630859848934371
-0.03793790449999668,0.0848542836478852
